Account Number,Account Name,Crid,Asset,Hostname,Name,Price,Role,Product,Owner,Notes
18390,Project Y -- Glam Media,67175,AS-05716,app214,M-UltraPath 3000 Server, $125.00 ,GlamAdapt UI Server,ADE,ADE,NA
18390,Project Y -- Glam Media,67173,AS-05754,app213,M-UltraPath 3000 Server, $125.00 ,GlamAdapt UI Server,ADE,ADE,NA
18390,Project Y -- Glam Media,67171,AS-05764,app212,M-UltraPath 3000 Server, $125.00 ,GlamAdapt UI Server,ADE,ADE,NA
18390,Project Y -- Glam Media,67169,AS-05628,app211,M-UltraPath 3000 Server, $125.00 ,Log Download,GlamAdapt,GlamAdapt,NA
18390,Project Y -- Glam Media,78307,,app265,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,67167,AS-05485,app210,M-UltraPath 3000 Server, $125.00 ,Log Download,GlamAdapt,GlamAdapt,NA
18390,Project Y -- Glam Media,78310,,app266,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,67165,AS-05793,app209,M-UltraPath 3000 Server, $125.00 ,adportal,adportal,Techops,NA
18390,Project Y -- Glam Media,78313,,app267,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,adportal,,
18390,Project Y -- Glam Media,67163,AS-05131,app208,M-UltraPath 3000 Server, $125.00 ,adportal,adportal,Techops,NA
18390,Project Y -- Glam Media,78316,,app268,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,adportal,,
18390,Project Y -- Glam Media,67161,AS-05186,app207,M-UltraPath 3000 Server, $125.00 ,adportal,adportal,Techops,NA
18390,Project Y -- Glam Media,78319,,app269,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,67159,AS-05484,app206,M-UltraPath 3000 Server, $125.00 ,adportal,adportal,Techops,NA
18390,Project Y -- Glam Media,78322,,app270,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,adportal,,
18390,Project Y -- Glam Media,67157,AS-05482,app205,M-UltraPath 3000 Server, $125.00 ,adportal,adportal,Techops,NA
18390,Project Y -- Glam Media,78325,,app271,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,adportal,,
18390,Project Y -- Glam Media,66995,AS-07973,app204,M-AdvancedPath, $210.00 ,SqlStream Server,Database,Techops,NA
18390,Project Y -- Glam Media,78328,,app272,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,66992,AS-07979,app203,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,78331,,app273,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,66989,AS-07981,app202,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,78334,,app274,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,66986,AS-07978,app201,M-AdvancedPath, $210.00 ,Sortdb ,ADServer,Techops,Sortdb sync server
18390,Project Y -- Glam Media,78721,,csdb01,M-AdvancedPath - Upgrade 2x500 GB to 2x2 TB HD RAID 1, $-   ,,,,
18390,Project Y -- Glam Media,78722,,csdb01,M-AdvancedPath - Upgrade 2x500 GB to 2x2 TB HD RAID 1, $-   ,,,,
18390,Project Y -- Glam Media,78723,,csdb01,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,66983,AS-07976,app200,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,78726,,csdb02,M-AdvancedPath - Upgrade 2x500 GB to 2x2 TB HD RAID 1, $-   ,,,,
18390,Project Y -- Glam Media,78727,,csdb02,M-AdvancedPath - Upgrade 2x500 GB to 2x2 TB HD RAID 1, $-   ,,,,
18390,Project Y -- Glam Media,78728,,csdb02,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,66980,AS-07980,app199,M-AdvancedPath, $210.00 ,AP Processor,NTS,NTS,NA
18390,Project Y -- Glam Media,78731,,csdb03,M-AdvancedPath - Upgrade 2x500 GB to 2x2 TB HD RAID 1, $-   ,,,,
18390,Project Y -- Glam Media,78732,,csdb03,M-AdvancedPath - Upgrade 2x500 GB to 2x2 TB HD RAID 1, $-   ,,,,
18390,Project Y -- Glam Media,78733,,csdb03,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,66977,AS-07983,app198,M-AdvancedPath, $210.00 ,Sync Queen,ADServer,Techops,NA
18390,Project Y -- Glam Media,78736,,csdb04,M-AdvancedPath - Upgrade 2x500 GB to 2x2 TB HD RAID 1, $-   ,,,,
18390,Project Y -- Glam Media,78737,AS-10389,csdb06,M-AdvancedPath - Upgrade 2x500 GB to 2x2 TB HD RAID 1, $-   ,,,,
18390,Project Y -- Glam Media,78738,,csdb06,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,66974,AS-07982,app197,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,78811,,csdb05,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78812,,csdb05,3235.1589:M-AdvancedPath - Upgrade 2x500 GB to 4x2 TB HD no RAID 5, $-   ,,,,
18390,Project Y -- Glam Media,66971,AS-07974,app196,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,78815,,csdb06,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78816,,csdb06,3235.1589:M-AdvancedPath - Upgrade 2x500 GB to 4x2 TB HD no RAID 5, $-   ,,,,
18390,Project Y -- Glam Media,66968,AS-07988 ,app195,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,66965,AS-07985,app194,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,66962,AS-07975,app193,M-AdvancedPath, $210.00 ,Hadoop-Dev Box,Hadoop,Hadoop,Hadoop Dev Cluster
18390,Project Y -- Glam Media,66959,AS-10157,app192,M-AdvancedPath, $210.00 ,Studio,Studio,,ESXI host ( multiple machine)
18390,Project Y -- Glam Media,66956,AS-07986,app191,M-AdvancedPath, $210.00 ,Hydra,Hydra,Hydra,ESXI host ( multiple machine)
18390,Project Y -- Glam Media,66953,AS-07987,app190,M-AdvancedPath, $210.00 ,AtakoServer,Ops,Techops,ESXI host ( multiple machine)
18390,Project Y -- Glam Media,64235,AS-08170,app189,M-AdvancedPath, $210.00 ,Dev,Ops,Techops,ESXI host ( multiple machine)
18390,Project Y -- Glam Media,64232,AS-08161,app188,M-AdvancedPath, $210.00 ,YUM server,OPS,Techops,ESXI host
18390,Project Y -- Glam Media,64229,AS-08159,app187,M-AdvancedPath, $210.00 ,Studio,Studio,studio,ESXI host
18390,Project Y -- Glam Media,64226,AS-08168,app186,M-AdvancedPath, $210.00 ,AIP1 MEMCACHED,AIP,AIP,Present in glamadapt_config.php
18390,Project Y -- Glam Media,64223,AS-08082,app185,M-AdvancedPath, $210.00 ,TPA MEMCACHED,AD_SERVER,Techops,Present in glamadapt_config.php
18390,Project Y -- Glam Media,64220,AS-08162,app184,M-AdvancedPath, $210.00 ,AIP MEMCACHED,AIP,Techops,Present in glamadapt_config.php
18390,Project Y -- Glam Media,64217,AS-08160,app183,M-AdvancedPath, $210.00 ,SyncQueen,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64214,AS-08176,app182,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64211,AS-08165,app181,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64208,AS-08172,app180,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64205,AS-08164,app179,M-AdvancedPath, $210.00 ,URL MEMCACHED,AD_SERVER,Techops,Present in glamadapt_config.php
18390,Project Y -- Glam Media,64202,AS-08163,app178,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64199,AS-08173,app177,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64196,AS-08179,app176,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64193,AS-08178,app175,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64190,AS-08180,app174,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64187,AS-08177,app173,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64184,AS-08175,app172,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64181,AS-08169,app171,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64178,AS-08183,app170,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64175,AS-08182,app169,M-AdvancedPath, $210.00 ,SES MEMCACHED,AD_SERVER,Techops,Present in glamadapt_config.php
18390,Project Y -- Glam Media,64172,AS-08181,app168,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64169,AS-08174,app167,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64166,AS-08171,app166,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64163,AS-08167,app165,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64160,AS-08155,app164,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64157,AS-08153,app163,M-AdvancedPath, $210.00 ,Sync Queen,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,64154,AS-08158,app162,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,www30a7.glam.com
18390,Project Y -- Glam Media,64151,AS-08156,app161,M-AdvancedPath, $210.00 ,AD_SERVER_Test,AD_SERVER,Techops,"LXC host, Test AD server"
18390,Project Y -- Glam Media,64148,AS-08154,app160,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,www30a7.glam.com
18390,Project Y -- Glam Media,64145,AS-08157,app159,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,www30t1
18390,Project Y -- Glam Media,64142,AS-08149,app158,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,www30t1
18390,Project Y -- Glam Media,64139,AS-08150,app157,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,www30t1
18390,Project Y -- Glam Media,64136,AS-08151,app156,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,www30t1
18390,Project Y -- Glam Media,64133,AS-08152,app155,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,www30t1
18390,Project Y -- Glam Media,59428,AS-06139,app154,M-UltraPath 3000 Server, $235.00 ,Hydra,Hydra,Hydra,Hydra Zig file parser
18390,Project Y -- Glam Media,59425,AS-05870,app153,M-UltraPath 3000 Server, $235.00 ,Elastic Search,Consumer,Consumer,NA
18390,Project Y -- Glam Media,59422,AS-05802,app152,M-UltraPath 3000 Server, $235.00 ,Hydra,Hydra,Hydra,LXC host
18390,Project Y -- Glam Media,59419,AS-05180,app151,M-UltraPath 3000 Server, $235.00 ,Hydra,Hydra,Hydra,NA
18390,Project Y -- Glam Media,59416,AS-05483,app150,M-UltraPath 3000 Server, $235.00 ,Consumer_Products,Studio,studio,"Consumer Products - Infrastructure Dev, LXC host"
18390,Project Y -- Glam Media,59413,AS-05481,app149,M-UltraPath 3000 Server, $235.00 ,AD_SERVER,AD_SERVER,Techops,www30t1.glam.com
18390,Project Y -- Glam Media,59410,AS-05184,app148,M-UltraPath 3000 Server, $235.00 ,Studio,Studio,studio,LXC host
18390,Project Y -- Glam Media,59407,AS-05346,app147,M-UltraPath 3000 Server, $235.00 ,Studio-DB,Studio,studio,NA
18390,Project Y -- Glam Media,59404,AS-05177,app146,M-UltraPath 3000 Server, $235.00 ,Studio-DB,Studio,studio,NA
18390,Project Y -- Glam Media,59401,AS-05145,app145,M-UltraPath 3000 Server, $235.00 ,SyncQueen,ADServer,Techops,NA
18390,Project Y -- Glam Media,59398,AS-05338,app144,M-UltraPath 3000 Server, $235.00 ,SyncQueen,ADServer,Techops,NA
18390,Project Y -- Glam Media,59395,AS-05144,app143,M-UltraPath 3000 Server, $235.00 ,ADQ-Backup,ADQ,ADQ,NA
18390,Project Y -- Glam Media,59392,AS-05122,app142,M-UltraPath 3000 Server, $235.00 ,Scheduler ,ADQ,ADQ,NA
18390,Project Y -- Glam Media,59389,AS-05114,app141,M-UltraPath 3000 Server, $235.00 ,AIP backup,AIP,AIP,NA
18390,Project Y -- Glam Media,59386,AS-05124,app140,M-UltraPath 3000 Server, $235.00 ,AIPMaster,AIP,AIP,NA
18390,Project Y -- Glam Media,45270,AS-05665,app139,M-AdvancedPath, $185.00 ,Sortdb Sync Server,ADServer,Techops,NA
18390,Project Y -- Glam Media,45255,AS-05366,app138,M-AdvancedPath, $185.00 ,Rich_Media,Rich_Media,Rich_Media,NA
18390,Project Y -- Glam Media,45216,AS-04419 ,app137,M-AdvancedPath, $185.00 ,Cache Generator,Studio,studio,NA
18390,Project Y -- Glam Media,45249,AS-05405,app136,M-AdvancedPath, $185.00 ,Aggregator,Rich_Media,Rich_Media,NA
18390,Project Y -- Glam Media,45219,AS-04370,app135,M-AdvancedPath, $185.00 ,File Server,Ops,Techops,NA
18390,Project Y -- Glam Media,45243,AS-03536,app134 ,M-AdvancedPath, $185.00 ,AIPDEV,AIP,AIP,AIP Dev Server
18390,Project Y -- Glam Media,45225,AS-03677,app133,M-AdvancedPath, $185.00 ,Hydra,Hydra,Hydra,NA
18390,Project Y -- Glam Media,45240,AS-05404,app132,M-AdvancedPath, $185.00 ,Hydra,Hydra,Hydra,NA
18390,Project Y -- Glam Media,45246,AS-05477,app131,M-AdvancedPath, $185.00 ,Glam Mobile,Glam Mobile,Glam Mobile,NA
18390,Project Y -- Glam Media,45231,AS-03788,app130,M-AdvancedPath, $185.00 ,Glam Mobile,Glam Mobile,Glam Mobile,NA
 ,Project Y -- Glam Media,45267,AS-05272,app129,M-AdvancedPath, $185.00 ,Elastic Search,Consumer,Consumer,NA
18390,Project Y -- Glam Media,45234,AS-04295,app128,M-AdvancedPath, $185.00 ,Dev,Adapt,Adapt,All team Dev Box
18390,Project Y -- Glam Media,`,AS-04022,app127,M-AdvancedPath, $185.00 ,Elastic Search,Consumer,Consumer,NA
18390,Project Y -- Glam Media,45222,AS-08079,app126,M-AdvancedPath, $185.00 ,Hydra,Hydra,Hydra,LXC host
18390,Project Y -- Glam Media,45237,AS-04381,app125,M-AdvancedPath, $185.00 ,Hydra,Hydra,Hydra,NA
18390,Project Y -- Glam Media,45213,AS-05168,app124,M-AdvancedPath, $185.00 ,NTS,NTS,NTS,NTS staging
18390,Project Y -- Glam Media,45189,AS-03753 ,app123,M-AdvancedPath, $185.00 ,Glamadapt,Glamadapt,Glamadapt,NA
18390,Project Y -- Glam Media,45258,AS-05118 ,app122,M-AdvancedPath, $185.00 ,Ad Server-Dev,Adserver,Techops,Dev Box for Adserver
18390,Project Y -- Glam Media,45273,AS-05875,app121,M-AdvancedPath, $185.00 ,Hydra,Hydra,Hydra,LXC host
18390,Project Y -- Glam Media,45204,AS-05280,app120,M-AdvancedPath, $185.00 ,Testrail,Studio,studio,NA
18390,Project Y -- Glam Media,45192,AS-04559,app119,M-AdvancedPath, $185.00 ,GlamAdapt FTP,GlamAdapt,GlamAdapt,NA
18390,Project Y -- Glam Media,45207,AS-04477,app118,M-AdvancedPath, $185.00 ,AtakoServer,Atako,Techops,"Glam Social Ad,apps.glam.com"
18390,Project Y -- Glam Media,45177,AS-03358,app117,M-AdvancedPath, $185.00 ,Log Download,GlamAdapt,GlamAdapt,NA
18390,Project Y -- Glam Media,45186,AS-05824,app116,M-AdvancedPath, $185.00 ,GlamAdapt,GlamAdapt,GlamAdapt,NA
18390,Project Y -- Glam Media,45201,AS-07161 ,app115,M-AdvancedPath, $185.00 ,Hadoop-Dev Box,Hadoop,Hadoop,Hadoop Dev Cluster
18390,Project Y -- Glam Media,45261,AS-04368,app114,M-AdvancedPath, $185.00 ,Rich_Media,Rich_Media,Rich_Media,NA
18390,Project Y -- Glam Media,45252,AS-05322,app113,M-AdvancedPath, $185.00 ,File Server,OPS,Techops,fileserver/images.glam.com
18390,Project Y -- Glam Media,45210,AS-03663 ,app112,M-AdvancedPath, $185.00 ,AtakoServer,Atako,Techops,"Glam Social Ad,apps.glam.com"
18390,Project Y -- Glam Media,45195,AS-03631,app111,M-AdvancedPath, $185.00 ,OMS,ADE,OMS,NA
18390,Project Y -- Glam Media,45264,AS-3503,app110,M-AdvancedPath, $185.00 ,GlamAdapt UI,ADE,ADE,NA
18390,Project Y -- Glam Media,45198,AS-05248,app109,M-AdvancedPath, $185.00 ,id,NTS,NTS,id.glam.com id.brash.com id.glam.de ( Special Password for security)
18390,Project Y -- Glam Media,45171,AS-05902,app108,M-AdvancedPath, $185.00 ,cece,NTS,NTS,Insider/Insight/Evolution/Cece LIVE 
18390,Project Y -- Glam Media,45183,AS-05908,app107,M-AdvancedPath, $185.00 ,cece,NTS,NTS,Insider/Insight/Evolution/Cece LIVE 
18390,Project Y -- Glam Media,45180,AS-05247,app106,M-AdvancedPath, $185.00 ,cece,NTS,NTS,Insider/Insight/Evolution/Cece LIVE 
18390,Project Y -- Glam Media,45174,AS-04488,app105,M-AdvancedPath, $185.00 ,cece,NTS,NTS,Insider/Insight/Evolution/Cece LIVE 
18390,Project Y -- Glam Media,45156,AS-03989,app104,M-AdvancedPath, $185.00 ,AdSolutions ,ADServer,Techops,NA
18390,Project Y -- Glam Media,45165,AS-03746,app103,M-AdvancedPath, $185.00 ,Studio,Studio,studio,Staging
18390,Project Y -- Glam Media,45144,AS-03676,app102,M-AdvancedPath, $185.00 ,Blogs Admin,NTS,NTS,NA
18390,Project Y -- Glam Media,45168,AS-03669,app101,M-AdvancedPath, $185.00 ,Blogs Admin,NTS,NTS,NA
18390,Project Y -- Glam Media,45141,AS-3550,app100,M-AdvancedPath, $185.00 ,Blogs Admin,NTS,NTS,NA
